r53_Name,r53_ResourceRecordsValue
gds-ol-book-appnt-prod-rw.prod.eu-west-1.aws.groupondev.com,ol-book-appnt-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ol-book-avail-prod-ro.prod.eu-west-1.aws.groupondev.com,ol-book-avail-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ol-book-avail-prod-rw.prod.eu-west-1.aws.groupondev.com,ol-book-avail-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ol-book3rdparty-prod-ro.prod.eu-west-1.aws.groupondev.com,ol-book3rdparty-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ol-book3rdparty-prod-rw.prod.eu-west-1.aws.groupondev.com,ol-book3rdparty-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-orders-msg-prod-ro.prod.eu-west-1.aws.groupondev.com,orders-msg-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-orders-msg-prod-rw.prod.eu-west-1.aws.groupondev.com,orders-msg-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-orders-prod-ro.prod.eu-west-1.aws.groupondev.com,orders-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-orders-prod-rw.prod.eu-west-1.aws.groupondev.com,orders-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-cmk-test-prod-ro.prod.eu-west-1.aws.groupondev.com,pg-cmk-test-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-noncore-emea-251-prod-ro.prod.eu-west-1.aws.groupondev.com,pg-noncore-emea-251-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-noncore-emea-251-prod-rw.prod.eu-west-1.aws.groupondev.com,pg-noncore-emea-251-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-noncore-emea-252-prod-ro.prod.eu-west-1.aws.groupondev.com,pg-noncore-emea-252-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-noncore-emea-252-prod-rw.prod.eu-west-1.aws.groupondev.com,pg-noncore-emea-252-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-noncore-emea-253-prod-ro.prod.eu-west-1.aws.groupondev.com,pg-noncore-emea-253-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pg-noncore-emea-253-prod-rw.prod.eu-west-1.aws.groupondev.com,pg-noncore-emea-253-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pricing-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,pricing-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-proximity-notify-prod-ro.prod.eu-west-1.aws.groupondev.com,proximity-notify-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-proximity-notify-prod-rw.prod.eu-west-1.aws.groupondev.com,proximity-notify-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pwa-emea-copy-prod-ro.prod.eu-west-1.aws.groupondev.com,pwa-emea-copy-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-pwa-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,pwa-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ranger-prod-ro.prod.eu-west-1.aws.groupondev.com,ranger-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ranger-prod-rw.prod.eu-west-1.aws.groupondev.com,ranger-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-regla-prod-ro.prod.eu-west-1.aws.groupondev.com,regla-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-regla-prod-rw.prod.eu-west-1.aws.groupondev.com,regla-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-rise-prod-ro.prod.eu-west-1.aws.groupondev.com,rise-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-rise-prod-rw.prod.eu-west-1.aws.groupondev.com,rise-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-rocketmanv2-dub-prod-ro.prod.eu-west-1.aws.groupondev.com,rocketmanv2-dub-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-rocketmanv2-dub-prod-rw.prod.eu-west-1.aws.groupondev.com,rocketmanv2-dub-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-rocketmanv2-tr-audit-prod-ro.prod.eu-west-1.aws.groupondev.com,rocketmanv2-tr-audit-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-rocketmanv2-tr-audit-prod-rw.prod.eu-west-1.aws.groupondev.com,rocketmanv2-tr-audit-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-seo-landing-api-prod-ro.prod.eu-west-1.aws.groupondev.com,seo-landing-api-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-shop-cart-serv-prod-ro.prod.eu-west-1.aws.groupondev.com,shop-cart-serv-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-shop-cart-serv-prod-rw.prod.eu-west-1.aws.groupondev.com,shop-cart-serv-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-subscription-service-prod-ro.prod.eu-west-1.aws.groupondev.com,subscription-service-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-subscription-service-prod-rw.prod.eu-west-1.aws.groupondev.com,subscription-service-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-third-party-mail-prod-ro.prod.eu-west-1.aws.groupondev.com,third-party-mail-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-third-party-mail-prod-rw.prod.eu-west-1.aws.groupondev.com,third-party-mail-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-tis-prod-ro.prod.eu-west-1.aws.groupondev.com,tis-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-tpis-prod-ro.prod.eu-west-1.aws.groupondev.com,tpis-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-tpis-prod-rw.prod.eu-west-1.aws.groupondev.com,tpis-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-tronicon-cms-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,tronicon-cms-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ugc-prod-ro.prod.eu-west-1.aws.groupondev.com,ugc-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ugc-prod-ro.prod.eu-west-1.aws.groupondev.com,ugc-prod-2.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ugc-prod-ro.prod.eu-west-1.aws.groupondev.com,ugc-prod-3.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ugc-prod-rw.prod.eu-west-1.aws.groupondev.com,ugc-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-user-behavior-prod-ro.prod.eu-west-1.aws.groupondev.com,user-behavior-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-user-behavior-prod-rw.prod.eu-west-1.aws.groupondev.com,user-behavior-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-users-prod-ro.prod.eu-west-1.aws.groupondev.com,users-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-users-prod-rw.prod.eu-west-1.aws.groupondev.com,users-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-vis-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,vis-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-vis20-emea-prod-ro.prod.eu-west-1.aws.groupondev.com,vis20-emea-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-vis20-emea-prod-rw.prod.eu-west-1.aws.groupondev.com,vis20-emea-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
